Timestamp	id	OutputFilename	AttenuationR	BBNlowerFreqR	BBNupperFreqR	AmplitudeR	TimeShiftR	RampUpR	HoldTimeR	RampDownR	OutputTimestampR	OutputTimeWithDelayR	FixedDelayR	PA5idR	WavFilenameR	ToneFreqR	PhaseDegR	AttenuationL	BBNlowerFreqL	BBNupperFreqL	AmplitudeL	TimeShiftL	RampUpL	HoldTimeL	RampDownL	OutputTimestampL	OutputTimeWithDelayL	FixedDelayL	PA5idL	WavFilenameL	ToneFreqL	PhaseDegL	timestamp1	cluster1
316887225	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	316887225	316887225	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31294994.48	1
317887016	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	317887016	317887016	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31309269.48	1
318887309	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	318887309	318887309	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31426063.77	1
319886744	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	319886744	319886744	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31750658.06	1
320887384	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	320887384	320887384	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31777633.06	1
321886701	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	321886701	321886701	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31891852.35	1
322887615	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	322887615	322887615	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31898977.35	1
323887142	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	323887142	323887142	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31919902.35	1
324886980	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	324886980	324886980	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31929477.35	1
325886840	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	325886840	325886840	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31945127.35	1
326887209	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	326887209	326887209	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31950402.35	1
327887516	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	327887516	327887516	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31961752.35	1
328886534	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	328886534	328886534	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	31987477.35	1
329887113	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	329887113	329887113	0	1	C:\DataWave\Sounds\bat_restrained\neutral25.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32040702.35	1
330888192	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	330888192	330888192	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32165371.64	1
331888988	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	331888988	331888988	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32176846.64	1
332888888	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	332888888	332888888	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32184721.64	1
333888323	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	333888323	333888323	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32326896.64	1
334888458	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	334888458	334888458	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32337121.64	1
335888457	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	335888457	335888457	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32578415.93	1
336888931	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	336888931	336888931	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32780535.22	1
337888575	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	337888575	337888575	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32819560.22	1
338888559	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	338888559	338888559	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32834585.22	1
339887935	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	339887935	339887935	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32894204.51	1
340888799	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	340888799	340888799	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32905104.51	1
341888698	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	341888698	341888698	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32920879.51	1
342888698	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	342888698	342888698	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32945629.51	1
343888884	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	343888884	343888884	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32971879.51	1
344889238	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	344889238	344889238	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	32981604.51	1
345889222	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	345889222	345889222	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33053654.51	1
346888595	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	346888595	346888595	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33065229.51	1
347888254	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	347888254	347888254	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33080879.51	1
348888786	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	348888786	348888786	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33311348.8	1
349888435	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	349888435	349888435	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33365043.09	1
350889005	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	350889005	350889005	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33810112.38	1
351888272	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	351888272	351888272	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33821762.38	1
352888562	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	352888562	352888562	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33829537.38	1
353888674	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	353888674	353888674	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33896031.67	1
354889174	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	354889174	354889174	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33899756.67	1
355888997	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	355888997	355888997	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33930756.67	1
356888470	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	356888470	356888470	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33958331.67	1
357888410	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	357888410	357888410	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33968931.67	1
358888873	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	358888873	358888873	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	33977706.67	1
359888480	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	359888480	359888480	0	1	C:\DataWave\Sounds\bat_restrained\app1.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34017131.67	1
360887193	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	360887193	360887193	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34028281.67	1
361885019	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	361885019	361885019	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34050231.67	1
362884724	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	362884724	362884724	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34124225.96	1
363885069	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	363885069	363885069	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34302425.96	1
364885509	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	364885509	364885509	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34784964.54	1
365884638	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	365884638	365884638	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34894583.83	1
366884891	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	366884891	366884891	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34900783.83	1
367885100	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	367885100	367885100	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34915333.83	1
368885006	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	368885006	368885006	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34933983.83	1
369885013	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	369885013	369885013	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34943258.83	1
370885015	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	370885015	370885015	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34949258.83	1
371884961	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	371884961	371884961	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34967508.83	1
372884931	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	372884931	372884931	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	34996733.83	1
373884486	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	373884486	373884486	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35017883.83	1
374885149	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	374885149	374885149	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35021808.83	1
375885131	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	375885131	375885131	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35089803.12	1
376885263	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	376885263	376885263	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35162428.12	1
377885070	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	377885070	377885070	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35187628.12	1
378885345	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	378885345	378885345	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35848535.99	1
379884679	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	379884679	379884679	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35868710.99	1
380885339	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	380885339	380885339	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35898960.99	1
381885705	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	381885705	381885705	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35922785.99	1
382885250	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	382885250	382885250	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35929810.99	1
383885171	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	383885171	383885171	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35949910.99	1
384885040	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	384885040	384885040	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35956710.99	1
385885153	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	385885153	385885153	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35970935.99	1
386884685	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	386884685	386884685	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35981585.99	1
387884417	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	387884417	387884417	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	35998135.99	1
388884817	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	388884817	388884817	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36014685.99	1
389885063	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	389885063	389885063	0	1	C:\DataWave\Sounds\bat_restrained\app2.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36032160.99	1
390879700	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	390879700	390879700	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36130630.28	1
391872744	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	391872744	391872744	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36301480.28	1
392872261	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	392872261	392872261	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36354024.56	1
393872529	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	393872529	393872529	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36381824.56	1
394872618	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	394872618	394872618	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36830888.14	1
395872718	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	395872718	395872718	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36933688.14	1
396872395	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	396872395	396872395	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36940463.14	1
397872496	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	397872496	397872496	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36954538.14	1
398872553	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	398872553	398872553	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36970013.14	1
399872818	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	399872818	399872818	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	36990013.14	1
400872811	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	400872811	400872811	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37008688.14	1
401872382	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	401872382	401872382	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37026513.14	1
402872527	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	402872527	402872527	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37056182.43	1
403872973	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	403872973	403872973	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37070882.43	1
404872806	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	404872806	404872806	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37080507.43	1
405872530	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	405872530	405872530	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37103132.43	1
406872559	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	406872559	406872559	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37197732.43	1
407872723	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	407872723	407872723	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37831515.3	1
408873028	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	408873028	408873028	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37849215.3	1
409872696	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	409872696	409872696	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37890215.3	1
410872129	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	410872129	410872129	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37898315.3	1
411872410	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	411872410	411872410	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37929390.3	1
412872532	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	412872532	412872532	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37942290.3	1
413872764	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	413872764	413872764	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37950990.3	1
414872560	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	414872560	414872560	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37959790.3	1
415872670	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	415872670	415872670	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37967640.3	1
416872704	4000	D:\Data\826\12-04-12\12-04-2012--2786_string block.ddf	20	0	0	5000	0	0	0	0	416872704	416872704	0	1	C:\DataWave\Sounds\bat_restrained\low3.wav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	37980815.3	1
